"","Order","Family","Species_Common_Name","Species_Latin_Name","Tissue_Type","Country","n","Mean","CV","Year_Range","Range"
"286","Passeriformes","Parulidae (New World Warblers)","Prothonotary Warbler","Protonotaria citrea","Blood_Hg_ppm","Belize",18,"0.453 ± 0.809",178.479,"2008—2023","0.04—3.195"
"287","Passeriformes","Parulidae (New World Warblers)","Prothonotary Warbler","Protonotaria citrea","Blood_Hg_ppm","Colombia",18,"0.453 ± 0.809",178.479,"2008—2023","0.04—3.195"
"288","Passeriformes","Parulidae (New World Warblers)","Prothonotary Warbler","Protonotaria citrea","Blood_Hg_ppm","Costa Rica",18,"0.453 ± 0.809",178.479,"2008—2023","0.04—3.195"
"289","Passeriformes","Parulidae (New World Warblers)","Prothonotary Warbler","Protonotaria citrea","Blood_Hg_ppm","Dominican Republic",18,"0.453 ± 0.809",178.479,"2008—2023","0.04—3.195"
"290","Passeriformes","Parulidae (New World Warblers)","Prothonotary Warbler","Protonotaria citrea","Blood_Hg_ppm","Nicaragua",18,"0.453 ± 0.809",178.479,"2008—2023","0.04—3.195"
"291","Passeriformes","Parulidae (New World Warblers)","Rufous-capped Warbler","Basileuterus rufifrons","Tail_Hg_ppm","Nicaragua",1,"0.741",NA,"2010","NA"
"292","Passeriformes","Parulidae (New World Warblers)","Swainson's Warbler","Limnothlypis swainsonii","Blood_Hg_ppm","Belize",2,"0.136 ± 0.102",74.987,"2017—2021","0.064—0.208"
"293","Passeriformes","Parulidae (New World Warblers)","Swainson's Warbler","Limnothlypis swainsonii","Blood_Hg_ppm","Dominican Republic",2,"0.136 ± 0.102",74.987,"2017—2021","0.064—0.208"
"294","Passeriformes","Parulidae (New World Warblers)","Tennessee Warbler","Leiothlypis peregrina","Blood_Hg_ppm","Belize",3,"0.014 ± 0.007",52.64,"2009—2012","0.009—0.022"
"295","Passeriformes","Parulidae (New World Warblers)","Tennessee Warbler","Leiothlypis peregrina","Blood_Hg_ppm","Nicaragua",3,"0.014 ± 0.007",52.64,"2009—2012","0.009—0.022"
"296","Passeriformes","Parulidae (New World Warblers)","Worm-eating Warbler","Helmitheros vermivorum","Blood_Hg_ppm","Belize",9,"0.077 ± 0.05",64.62,"2007—2021","0.019—0.167"
"297","Passeriformes","Parulidae (New World Warblers)","Worm-eating Warbler","Helmitheros vermivorum","Blood_Hg_ppm","Dominican Republic",9,"0.077 ± 0.05",64.62,"2007—2021","0.019—0.167"
"298","Passeriformes","Parulidae (New World Warblers)","Yellow Warbler","Setophaga petechia","Blood_Hg_ppm","Belize",27,"0.049 ± 0.043",88.454,"2009—2017","0.009—0.151"
"299","Passeriformes","Parulidae (New World Warblers)","Yellow Warbler","Setophaga petechia","Blood_Hg_ppm","Dominican Republic",27,"0.049 ± 0.043",88.454,"2009—2017","0.009—0.151"
"300","Passeriformes","Parulidae (New World Warblers)","Yellow Warbler","Setophaga petechia","Blood_Hg_ppm","Nicaragua",27,"0.049 ± 0.043",88.454,"2009—2017","0.009—0.151"
"301","Passeriformes","Passerellidae (New World Sparrows)","Chestnut-capped Brush-Finch","Arremon brunneinucha","Tail_Hg_ppm","Costa Rica",2,"1.394 ± 0.537",38.514,"2010","1.014—1.773"
"302","Passeriformes","Passerellidae (New World Sparrows)","Chestnut-capped Brush-Finch","Arremon brunneinucha","Tail_Hg_ppm","Nicaragua",2,"1.394 ± 0.537",38.514,"2010","1.014—1.773"
"303","Passeriformes","Passerellidae (New World Sparrows)","Common Chlorospingus","Chlorospingus flavopectus","Tail_Hg_ppm","Costa Rica",14,"0.25 ± 0.264",105.671,"2010","0.089—1.14"
"304","Passeriformes","Passerellidae (New World Sparrows)","Common Chlorospingus","Chlorospingus flavopectus","Tail_Hg_ppm","Nicaragua",14,"0.25 ± 0.264",105.671,"2010","0.089—1.14"
"305","Passeriformes","Passerellidae (New World Sparrows)","Green-backed Sparrow","Arremonops chloronotus","Blood_Hg_ppm","Belize",18,"0.034 ± 0.033",96.037,"2008—2021","0.001—0.119"
"306","Passeriformes","Passerellidae (New World Sparrows)","Green-backed Sparrow","Arremonops chloronotus","Body_Hg_ppm","Belize",14,"1.952 ± 4.939",253.027,"2021","0.154—19.02"
"307","Passeriformes","Passerellidae (New World Sparrows)","Green-backed Sparrow","Arremonops chloronotus","Tail_Hg_ppm","Belize",15,"0.535 ± 0.366",68.377,"2019—2021","0.146—1.232"
"308","Passeriformes","Passerellidae (New World Sparrows)","Olive Sparrow","Arremonops rufivirgatus","Body_Hg_ppm","Belize",1,"0.784",NA,"2021","NA"
"309","Passeriformes","Passerellidae (New World Sparrows)","Olive Sparrow","Arremonops rufivirgatus","Tail_Hg_ppm","Belize",1,"0.705",NA,"2021","NA"
"310","Passeriformes","Passerellidae (New World Sparrows)","Orange-billed Sparrow","Arremon aurantiirostris","Body_Hg_ppm","Belize",1,"0.193",NA,"2021","NA"
"311","Passeriformes","Passerellidae (New World Sparrows)","Orange-billed Sparrow","Arremon aurantiirostris","Tail_Hg_ppm","Belize",1,"0.232",NA,"2021","NA"
"312","Passeriformes","Passerellidae (New World Sparrows)","Pectoral Sparrow","Arremon taciturnus","Body_Hg_ppm","Peru",1,"0.47",NA,"2018","NA"
"313","Passeriformes","Passerellidae (New World Sparrows)","Pectoral Sparrow","Arremon taciturnus","Tail_Hg_ppm","Peru",1,"0.658",NA,"2018","NA"
"314","Passeriformes","Passerellidae (New World Sparrows)","Rufous-collared Sparrow","Zonotrichia capensis","Tail_Hg_ppm","Costa Rica",1,"0.047",NA,"2010","NA"
"315","Passeriformes","Passerellidae (New World Sparrows)","White-naped Brush-Finch","Atlapetes albinucha","Tail_Hg_ppm","Nicaragua",1,"0.194",NA,"2010","NA"
"316","Passeriformes","Passerellidae (New World Sparrows)","Yellow-browed Sparrow","Ammodramus aurifrons","Body_Hg_ppm","Peru",3,"1.132 ± 0.495",43.693,"2019","0.563—1.462"
"317","Passeriformes","Phaenicophilidae (Hispaniolan Tanagers)","Black-crowned Palm-Tanager","Phaenicophilus palmarum","Blood_Hg_ppm","Dominican Republic",4,"0.011 ± 0.006",58.916,"2017","0.004—0.019"
"318","Passeriformes","Pipridae (Manakins)","Band-tailed Manakin","Pipra fasciicauda","Body_Hg_ppm","Peru",56,"0.576 ± 0.329",57.125,"2019","0.113—1.24"
"319","Passeriformes","Pipridae (Manakins)","Band-tailed Manakin","Pipra fasciicauda","Tail_Hg_ppm","Peru",48,"0.331 ± 0.248",74.964,"2017—2019","0.056—1.054"
"320","Passeriformes","Pipridae (Manakins)","Blue-crowned Manakin","Lepidothrix coronata","Body_Hg_ppm","Peru",2,"0.973 ± 0.175",18.017,"2019","0.849—1.097"
"321","Passeriformes","Pipridae (Manakins)","Blue-crowned Manakin","Lepidothrix coronata","Tail_Hg_ppm","Peru",1,"1.653",NA,"2018","NA"
"322","Passeriformes","Pipridae (Manakins)","Fiery-capped Manakin","Machaeropterus pyrocephalus","Body_Hg_ppm","Peru",2,"0.671 ± 0.357",53.237,"2019","0.418—0.924"
"323","Passeriformes","Pipridae (Manakins)","Red-capped Manakin","Ceratopipra mentalis","Blood_Hg_ppm","Belize",18,"0.009 ± 0.006",67.122,"2007—2021","0.001—0.024"
"324","Passeriformes","Pipridae (Manakins)","Red-capped Manakin","Ceratopipra mentalis","Body_Hg_ppm","Belize",8,"0.228 ± 0.125",55.053,"2019—2021","0.1—0.391"
"325","Passeriformes","Pipridae (Manakins)","Red-capped Manakin","Ceratopipra mentalis","Tail_Hg_ppm","Belize",10,"0.593 ± 0.776",130.871,"2007—2021","0.017—2.755"
"326","Passeriformes","Pipridae (Manakins)","Red-capped Manakin","Ceratopipra mentalis","Tail_Hg_ppm","Costa Rica",10,"0.593 ± 0.776",130.871,"2007—2021","0.017—2.755"
"327","Passeriformes","Pipridae (Manakins)","Red-capped Manakin","Ceratopipra mentalis","Tail_Hg_ppm","Nicaragua",10,"0.593 ± 0.776",130.871,"2007—2021","0.017—2.755"
"328","Passeriformes","Pipridae (Manakins)","Round-tailed Manakin","Ceratopipra chloromeros","Body_Hg_ppm","Peru",1,"0.248",NA,"2019","NA"
"329","Passeriformes","Pipridae (Manakins)","White-collared Manakin","Manacus candei","Blood_Hg_ppm","Belize",21,"0.007 ± 0.017",253.484,"2007—2021","0.001—0.08"
"330","Passeriformes","Pipridae (Manakins)","White-collared Manakin","Manacus candei","Body_Hg_ppm","Belize",15,"0.157 ± 0.173",110.492,"2021","0.013—0.568"
"331","Passeriformes","Pipridae (Manakins)","White-collared Manakin","Manacus candei","Tail_Hg_ppm","Belize",23,"0.31 ± 0.241",77.788,"2007—2021","0.008—0.893"
"332","Passeriformes","Pipridae (Manakins)","White-collared Manakin","Manacus candei","Tail_Hg_ppm","Costa Rica",23,"0.31 ± 0.241",77.788,"2007—2021","0.008—0.893"
"333","Passeriformes","Pipridae (Manakins)","White-crowned Manakin","Manacus candei","Body_Hg_ppm","Belize",1,"0.071",NA,"2019","NA"
"334","Passeriformes","Polioptilidae (Gnatcatchers)","Long-billed Gnatwren","Ramphocaenus melanurus","Blood_Hg_ppm","Belize",4,"0.062 ± 0.054",88.095,"2007—2021","0.016—0.141"
"335","Passeriformes","Polioptilidae (Gnatcatchers)","Long-billed Gnatwren","Ramphocaenus melanurus","Body_Hg_ppm","Belize",1,"0.427",NA,"2021","NA"
"336","Passeriformes","Polioptilidae (Gnatcatchers)","Long-billed Gnatwren","Ramphocaenus melanurus","Tail_Hg_ppm","Belize",2,"0.485 ± 0.384",79.348,"2007—2021","0.213—0.756"
"337","Passeriformes","Spindalidae (Spindalises)","Puerto Rican Spindalis","Spindalis portoricensis","Blood_Hg_ppm","Puerto Rico",2,"0.001 ± 0",0,"2010","0.001—0.001"
"338","Passeriformes","Spindalidae (Spindalises)","Puerto Rican Spindalis","Spindalis portoricensis","Tail_Hg_ppm","Puerto Rico",2,"0.034 ± 0.004",10.554,"2010","0.031—0.036"
"339","Passeriformes","Thamnophilidae (Typical Antbirds)","Antwren sp.","Myrmotherula sp.","Body_Hg_ppm","Peru",1,"0.292",NA,"2019","NA"
"340","Passeriformes","Thamnophilidae (Typical Antbirds)","Band-tailed Antbird","Hypocnemoides maculicauda","Tail_Hg_ppm","Peru",2,"2.192 ± 1.437",65.549,"2018","1.176—3.208"
"341","Passeriformes","Thamnophilidae (Typical Antbirds)","Barred Antshrike","Thamnophilus doliatus","Blood_Hg_ppm","Belize",4,"0.058 ± 0.076",131.115,"2008—2021","0.001—0.167"
"342","Passeriformes","Thamnophilidae (Typical Antbirds)","Barred Antshrike","Thamnophilus doliatus","Blood_Hg_ppm","Costa Rica",4,"0.058 ± 0.076",131.115,"2008—2021","0.001—0.167"
"343","Passeriformes","Thamnophilidae (Typical Antbirds)","Barred Antshrike","Thamnophilus doliatus","Body_Hg_ppm","Belize",2,"0.276 ± 0.211",76.446,"2021","0.127—0.426"
"344","Passeriformes","Thamnophilidae (Typical Antbirds)","Barred Antshrike","Thamnophilus doliatus","Tail_Hg_ppm","Belize",3,"0.158 ± 0.158",100.192,"2011—2021","0.001—0.317"
"345","Passeriformes","Thamnophilidae (Typical Antbirds)","Barred Antshrike","Thamnophilus doliatus","Tail_Hg_ppm","Costa Rica",3,"0.158 ± 0.158",100.192,"2011—2021","0.001—0.317"
"346","Passeriformes","Thamnophilidae (Typical Antbirds)","Black-crowned Antshrike","Thamnophilus atrinucha","Blood_Hg_ppm","Costa Rica",1,"0.04",NA,"2010","NA"
"347","Passeriformes","Thamnophilidae (Typical Antbirds)","Black-faced Antbird","Myrmoborus myotherinus","Body_Hg_ppm","Peru",1,"2.216",NA,"2019","NA"
"348","Passeriformes","Thamnophilidae (Typical Antbirds)","Black-faced Antbird","Myrmoborus myotherinus","Tail_Hg_ppm","Peru",1,"0.957",NA,"2018","NA"
"349","Passeriformes","Thamnophilidae (Typical Antbirds)","Black-hooded Antshrike","Thamnophilus bridgesi","Tail_Hg_ppm","Costa Rica",1,"0.032",NA,"2011","NA"
"350","Passeriformes","Thamnophilidae (Typical Antbirds)","Black-spotted Bare-eye","Phlegopsis nigromaculata","Body_Hg_ppm","Peru",8,"5.219 ± 2.045",39.177,"2018—2019","2.548—7.465"
"351","Passeriformes","Thamnophilidae (Typical Antbirds)","Black-spotted Bare-eye","Phlegopsis nigromaculata","Tail_Hg_ppm","Peru",9,"3.967 ± 2.106",53.076,"2018—2019","0.93—6.737"
"352","Passeriformes","Thamnophilidae (Typical Antbirds)","Bluish-slate Antshrike","Thamnomanes schistogynus","Tail_Hg_ppm","Peru",1,"2.739",NA,"2018","NA"
"353","Passeriformes","Thamnophilidae (Typical Antbirds)","Checker-throated Stipplethroat","Epinecrophylla fulviventris","Tail_Hg_ppm","Costa Rica",1,"0.419",NA,"2010","NA"
"354","Passeriformes","Thamnophilidae (Typical Antbirds)","Chestnut-tailed Antbird","Sciaphylax hemimelaena","Body_Hg_ppm","Peru",1,"0.81",NA,"2019","NA"
"355","Passeriformes","Thamnophilidae (Typical Antbirds)","Chestnut-tailed Antbird","Sciaphylax hemimelaena","Tail_Hg_ppm","Peru",4,"1.848 ± 1.288",69.683,"2018—2019","0.564—3.559"
"356","Passeriformes","Thamnophilidae (Typical Antbirds)","Common Scale-backed Antbird","Willisornis poecilinotus","Tail_Hg_ppm","Peru",6,"5.268 ± 2.414",45.816,"2018","2.328—8.038"
"357","Passeriformes","Thamnophilidae (Typical Antbirds)","Dot-winged Antwren","Microrhopias quixensis","Body_Hg_ppm","Belize",1,"1.086",NA,"2021","NA"
"358","Passeriformes","Thamnophilidae (Typical Antbirds)","Dot-winged Antwren","Microrhopias quixensis","Tail_Hg_ppm","Belize",1,"1.717",NA,"2021","NA"
"359","Passeriformes","Thamnophilidae (Typical Antbirds)","Dusky Antbird","Cercomacroides tyrannina","Blood_Hg_ppm","Belize",10,"0.048 ± 0.023",48.046,"2007—2021","0.013—0.095"
"360","Passeriformes","Thamnophilidae (Typical Antbirds)","Dusky Antbird","Cercomacroides tyrannina","Body_Hg_ppm","Belize",2,"0.425 ± 0.211",49.706,"2021","0.275—0.574"
"361","Passeriformes","Thamnophilidae (Typical Antbirds)","Dusky Antbird","Cercomacroides tyrannina","Tail_Hg_ppm","Belize",5,"0.533 ± 0.183",34.224,"2007—2021","0.224—0.697"
"362","Passeriformes","Thamnophilidae (Typical Antbirds)","Dusky-throated Antshrike","Thamnomanes ardesiacus","Body_Hg_ppm","Peru",4,"2.761 ± 1.57",56.88,"2019","1.062—4.224"
"363","Passeriformes","Thamnophilidae (Typical Antbirds)","Dusky-throated Antshrike","Thamnomanes ardesiacus","Tail_Hg_ppm","Peru",3,"1.224 ± 0.013",1.037,"2018—2019","1.217—1.239"
"364","Passeriformes","Thamnophilidae (Typical Antbirds)","Gray Antwren","Myrmotherula menetriesii","Tail_Hg_ppm","Peru",1,"1.279",NA,"2018","NA"
"365","Passeriformes","Thamnophilidae (Typical Antbirds)","Great Antshrike","Taraba major","Blood_Hg_ppm","Belize",1,"0.09",NA,"2021","NA"
"366","Passeriformes","Thamnophilidae (Typical Antbirds)","Great Antshrike","Taraba major","Body_Hg_ppm","Belize",3,"0.928 ± 0.54",58.165,"2019—2021","0.307—1.283"
"367","Passeriformes","Thamnophilidae (Typical Antbirds)","Great Antshrike","Taraba major","Body_Hg_ppm","Peru",3,"0.928 ± 0.54",58.165,"2019—2021","0.307—1.283"
"368","Passeriformes","Thamnophilidae (Typical Antbirds)","Great Antshrike","Taraba major","Tail_Hg_ppm","Belize",2,"1.968 ± 0.907",46.093,"2018—2021","1.327—2.61"
"369","Passeriformes","Thamnophilidae (Typical Antbirds)","Great Antshrike","Taraba major","Tail_Hg_ppm","Peru",2,"1.968 ± 0.907",46.093,"2018—2021","1.327—2.61"
"370","Passeriformes","Thamnophilidae (Typical Antbirds)","Ihering's Antwren","Myrmotherula iheringi","Body_Hg_ppm","Peru",2,"1.385 ± 0.528",38.092,"2019","1.012—1.758"
"371","Passeriformes","Thamnophilidae (Typical Antbirds)","Long-winged Antwren","Myrmotherula longipennis","Body_Hg_ppm","Peru",3,"3.186 ± 2.073",65.065,"2019","1.061—5.202"
"372","Passeriformes","Thamnophilidae (Typical Antbirds)","Long-winged Antwren","Myrmotherula longipennis","Tail_Hg_ppm","Peru",5,"1.513 ± 0.476",31.444,"2018—2019","1.065—2.204"
"373","Passeriformes","Thamnophilidae (Typical Antbirds)","Plain-throated Antwren","Isleria hauxwelli","Body_Hg_ppm","Peru",12,"3.807 ± 3.621",95.109,"2018—2019","0.736—12.13"
"374","Passeriformes","Thamnophilidae (Typical Antbirds)","Plain-throated Antwren","Isleria hauxwelli","Tail_Hg_ppm","Peru",4,"2.154 ± 0.647",30.018,"2018—2019","1.576—2.945"
"375","Passeriformes","Thamnophilidae (Typical Antbirds)","Plain-winged Antshrike","Thamnophilus schistaceus","Body_Hg_ppm","Peru",2,"0.426 ± 0.106",24.99,"2019","0.351—0.501"
"376","Passeriformes","Thamnophilidae (Typical Antbirds)","Plain-winged Antshrike","Thamnophilus schistaceus","Tail_Hg_ppm","Peru",1,"0.107",NA,"2019","NA"
"377","Passeriformes","Thamnophilidae (Typical Antbirds)","Plumbeous Antbird","Myrmelastes hyperythrus","Body_Hg_ppm","Peru",9,"1.645 ± 0.489",29.736,"2018—2019","1.123—2.463"
"378","Passeriformes","Thamnophilidae (Typical Antbirds)","Plumbeous Antbird","Myrmelastes hyperythrus","Tail_Hg_ppm","Peru",1,"1.035",NA,"2018","NA"
"379","Passeriformes","Thamnophilidae (Typical Antbirds)","Rufous-backed Stipplethroat","Epinecrophylla haematonota","Tail_Hg_ppm","Peru",4,"1.31 ± 0.531",40.532,"2018","0.845—1.98"
"380","Passeriformes","Thamnophilidae (Typical Antbirds)","Slaty Antwren","Myrmotherula schisticolor","Tail_Hg_ppm","Nicaragua",1,"1.357",NA,"2010","NA"
"381","Passeriformes","Thamnophilidae (Typical Antbirds)","Sooty Antbird","Hafferia fortis","Tail_Hg_ppm","Peru",2,"2.886 ± 0.22",7.621,"2018","2.73—3.041"
"382","Passeriformes","Thamnophilidae (Typical Antbirds)","Spot-winged Antshrike","Pygiptila stellaris","Body_Hg_ppm","Peru",1,"1.116",NA,"2019","NA"
"383","Passeriformes","Thamnophilidae (Typical Antbirds)","Streak-crowned Antvireo","Dysithamnus striaticeps","Tail_Hg_ppm","Costa Rica",1,"0.979",NA,"2010","NA"
"384","Passeriformes","Thamnophilidae (Typical Antbirds)","White-browed Antbird","Myrmoborus leucophrys","Body_Hg_ppm","Peru",3,"1.216 ± 1.33",109.333,"2019","0.436—2.752"
"385","Passeriformes","Thamnophilidae (Typical Antbirds)","White-browed Antbird","Myrmoborus leucophrys","Tail_Hg_ppm","Peru",4,"1.842 ± 1.138",61.751,"2018","0.448—3.069"
"386","Passeriformes","Thamnophilidae (Typical Antbirds)","White-flanked Antwren","Myrmotherula axillaris","Body_Hg_ppm","Peru",1,"4.052",NA,"2019","NA"
"387","Passeriformes","Thamnophilidae (Typical Antbirds)","White-flanked Antwren","Myrmotherula axillaris","Tail_Hg_ppm","Peru",2,"0.913 ± 0.391",42.853,"2019","0.636—1.189"
"388","Passeriformes","Thamnophilidae (Typical Antbirds)","White-fringed Antwren","Formicivora grisea","Blood_Hg_ppm","Colombia",2,"0.696 ± 0.135",19.419,"2023","0.6—0.791"
"389","Passeriformes","Thamnophilidae (Typical Antbirds)","White-fringed Antwren","Formicivora grisea","Body_Hg_ppm","Colombia",2,"14.588 ± 4.545",31.159,"2023","11.374—17.802"
"390","Passeriformes","Thamnophilidae (Typical Antbirds)","White-shouldered Antbird","Akletos melanoceps","Tail_Hg_ppm","Peru",2,"4.623 ± 1.346",29.122,"2018","3.671—5.575"
"391","Passeriformes","Thamnophilidae (Typical Antbirds)","White-shouldered Antshrike","Thamnophilus aethiops","Body_Hg_ppm","Peru",1,"0.956",NA,"2019","NA"
"392","Passeriformes","Thamnophilidae (Typical Antbirds)","White-throated Antbird","Oneillornis salvini","Body_Hg_ppm","Peru",2,"9.672 ± 5.551",57.398,"2019","5.746—13.598"
"393","Passeriformes","Thamnophilidae (Typical Antbirds)","White-throated Antbird","Oneillornis salvini","Tail_Hg_ppm","Peru",8,"3.732 ± 2.979",79.829,"2018—2019","1.1—8.606"
"394","Passeriformes","Thraupidae (Tanagers and Allies)","Bananaquit","Coereba flaveola","Blood_Hg_ppm","Dominican Republic",26,"0.007 ± 0.007",108.525,"2010—2017","0.001—0.032"
"395","Passeriformes","Thraupidae (Tanagers and Allies)","Bananaquit","Coereba flaveola","Blood_Hg_ppm","Puerto Rico",26,"0.007 ± 0.007",108.525,"2010—2017","0.001—0.032"
"396","Passeriformes","Thraupidae (Tanagers and Allies)","Bananaquit","Coereba flaveola","Tail_Hg_ppm","Puerto Rico",19,"0.13 ± 0.111",85.893,"2010","0.037—0.533"
"397","Passeriformes","Thraupidae (Tanagers and Allies)","Black-billed Seed-Finch","Sporophila atrirostris","Body_Hg_ppm","Peru",1,"1.256",NA,"2019","NA"
"398","Passeriformes","Thraupidae (Tanagers and Allies)","Black-headed Saltator","Saltator atriceps","Tail_Hg_ppm","Nicaragua",2,"0.171 ± 0.049",28.946,"2010","0.136—0.206"
"399","Passeriformes","Thraupidae (Tanagers and Allies)","Blue-black Grassquit","Volatinia jacarina","Blood_Hg_ppm","Nicaragua",1,"0.012",NA,"2012","NA"
"400","Passeriformes","Thraupidae (Tanagers and Allies)","Blue-black Grassquit","Volatinia jacarina","Body_Hg_ppm","Peru",4,"0.294 ± 0.145",49.425,"2019","0.15—0.493"
"401","Passeriformes","Thraupidae (Tanagers and Allies)","Blue-gray Tanager","Thraupis episcopus","Blood_Hg_ppm","Colombia",1,"0.059",NA,"2023","NA"
"402","Passeriformes","Thraupidae (Tanagers and Allies)","Blue-gray Tanager","Thraupis episcopus","Body_Hg_ppm","Colombia",3,"1.056 ± 0.587",55.602,"2019—2023","0.609—1.721"
"403","Passeriformes","Thraupidae (Tanagers and Allies)","Blue-gray Tanager","Thraupis episcopus","Body_Hg_ppm","Peru",3,"1.056 ± 0.587",55.602,"2019—2023","0.609—1.721"
"404","Passeriformes","Thraupidae (Tanagers and Allies)","Blue-gray Tanager","Thraupis episcopus","Tail_Hg_ppm","Costa Rica",1,"0.001",NA,"2011","NA"
"405","Passeriformes","Thraupidae (Tanagers and Allies)","Buff-throated Saltator","Saltator maximus","Blood_Hg_ppm","Belize",2,"0.001 ± 0",0,"2009—2011","0.001—0.001"
"406","Passeriformes","Thraupidae (Tanagers and Allies)","Buff-throated Saltator","Saltator maximus","Blood_Hg_ppm","Costa Rica",2,"0.001 ± 0",0,"2009—2011","0.001—0.001"
"407","Passeriformes","Thraupidae (Tanagers and Allies)","Buff-throated Saltator","Saltator maximus","Body_Hg_ppm","Peru",1,"0.745",NA,"2019","NA"
"408","Passeriformes","Thraupidae (Tanagers and Allies)","Buff-throated Saltator","Saltator maximus","Tail_Hg_ppm","Costa Rica",6,"0.124 ± 0.093",75.099,"2010—2018","0.008—0.224"
"409","Passeriformes","Thraupidae (Tanagers and Allies)","Buff-throated Saltator","Saltator maximus","Tail_Hg_ppm","Nicaragua",6,"0.124 ± 0.093",75.099,"2010—2018","0.008—0.224"
"410","Passeriformes","Thraupidae (Tanagers and Allies)","Buff-throated Saltator","Saltator maximus","Tail_Hg_ppm","Peru",6,"0.124 ± 0.093",75.099,"2010—2018","0.008—0.224"
"411","Passeriformes","Thraupidae (Tanagers and Allies)","Chestnut-bellied Seed-Finch","Sporophila angolensis","Body_Hg_ppm","Peru",2,"0.529 ± 0.209",39.583,"2019","0.381—0.677"
"412","Passeriformes","Thraupidae (Tanagers and Allies)","Chestnut-bellied Seedeater","Sporophila castaneiventris","Body_Hg_ppm","Peru",4,"0.348 ± 0.112",32.057,"2019","0.23—0.49"
"413","Passeriformes","Thraupidae (Tanagers and Allies)","Crimson-collared Tanager","Ramphocelus sanguinolentus","Tail_Hg_ppm","Nicaragua",2,"0.09 ± 0.015",16.591,"2010","0.079—0.1"
"414","Passeriformes","Thraupidae (Tanagers and Allies)","Golden-hooded Tanager","Stilpnia larvata","Tail_Hg_ppm","Nicaragua",1,"0.131",NA,"2010","NA"
"415","Passeriformes","Thraupidae (Tanagers and Allies)","Gray-headed Tanager","Eucometis penicillata","Blood_Hg_ppm","Belize",24,"0.215 ± 0.11",51.297,"2007—2021","0.083—0.509"
"416","Passeriformes","Thraupidae (Tanagers and Allies)","Gray-headed Tanager","Eucometis penicillata","Body_Hg_ppm","Belize",9,"2.589 ± 0.908",35.062,"2021","1.605—4.659"
"417","Passeriformes","Thraupidae (Tanagers and Allies)","Gray-headed Tanager","Eucometis penicillata","Tail_Hg_ppm","Belize",14,"1.879 ± 0.599",31.846,"2007—2021","1.244—3.349"
"418","Passeriformes","Thraupidae (Tanagers and Allies)","Gray-headed Tanager","Eucometis penicillata","Tail_Hg_ppm","Nicaragua",14,"1.879 ± 0.599",31.846,"2007—2021","1.244—3.349"
"419","Passeriformes","Thraupidae (Tanagers and Allies)","Grayish Saltator","Saltator coerulescens","Body_Hg_ppm","Peru",1,"0.319",NA,"2019","NA"
"420","Passeriformes","Thraupidae (Tanagers and Allies)","Green-and-gold Tanager","Tangara schrankii","Body_Hg_ppm","Peru",5,"0.437 ± 0.372",85.083,"2019","0.164—1.073"
"421","Passeriformes","Thraupidae (Tanagers and Allies)","Green-and-gold Tanager","Tangara schrankii","Tail_Hg_ppm","Peru",2,"0.219 ± 0.153",69.742,"2018—2019","0.111—0.327"
"422","Passeriformes","Thraupidae (Tanagers and Allies)","Morelet's Seedeater","Sporophila morelleti","Blood_Hg_ppm","Belize",16,"0.016 ± 0.021",129.399,"2008—2009","0.001—0.091"
"423","Passeriformes","Thraupidae (Tanagers and Allies)","Morelet's Seedeater","Sporophila morelleti","Body_Hg_ppm","Belize",3,"0.045 ± 0.024",52.508,"2021","0.018—0.06"
"424","Passeriformes","Thraupidae (Tanagers and Allies)","Morelet's Seedeater","Sporophila morelleti","Tail_Hg_ppm","Belize",5,"0.065 ± 0.052",80.199,"2021","0.015—0.13"
"425","Passeriformes","Thraupidae (Tanagers and Allies)","Puerto Rican Bullfinch","Melopyrrha portoricensis","Blood_Hg_ppm","Puerto Rico",3,"0.004 ± 0.001",31.116,"2010","0.002—0.005"
"426","Passeriformes","Thraupidae (Tanagers and Allies)","Puerto Rican Bullfinch","Melopyrrha portoricensis","Tail_Hg_ppm","Puerto Rico",3,"0.055 ± 0.028",51.382,"2010","0.032—0.087"
"427","Passeriformes","Thraupidae (Tanagers and Allies)","Red-legged Honeycreeper","Cyanerpes cyaneus","Tail_Hg_ppm","Belize",1,"0.188",NA,"2021","NA"
"428","Passeriformes","Thraupidae (Tanagers and Allies)","Ruddy-breasted Seedeater","Sporophila minuta","Tail_Hg_ppm","Nicaragua",1,"0.001",NA,"2014","NA"
"429","Passeriformes","Thraupidae (Tanagers and Allies)","Scarlet-rumped Tanager","Ramphocelus passerinii","Blood_Hg_ppm","Costa Rica",4,"0.01 ± 0.018",180,"2011—2014","0.001—0.037"
"430","Passeriformes","Thraupidae (Tanagers and Allies)","Scarlet-rumped Tanager","Ramphocelus passerinii","Blood_Hg_ppm","Nicaragua",4,"0.01 ± 0.018",180,"2011—2014","0.001—0.037"
"431","Passeriformes","Thraupidae (Tanagers and Allies)","Scarlet-rumped Tanager","Ramphocelus passerinii","Tail_Hg_ppm","Costa Rica",8,"0.119 ± 0.179",150.8,"2010—2014","0.016—0.55"
"432","Passeriformes","Thraupidae (Tanagers and Allies)","Scarlet-rumped Tanager","Ramphocelus passerinii","Tail_Hg_ppm","Nicaragua",8,"0.119 ± 0.179",150.8,"2010—2014","0.016—0.55"
