Region,Country,State,Area,Closest_Town,SiteID,Site_Name,Banding_Station_ID,Banding_Station_Name,Banding_Station_Distance_m,Banding_Station_Habitat_Types,Banding_Station_Dominant_Habitat,Banding_Station_Dominant_Habitat2,Banding_Station_Simple_Habitat,Banding_Station_Simple_Habitat2,Flooded_Yes_No,Mining_Present_Yes_No,Mining_Type,Season,Month,Day,Year,Date,Capture_Time,Net_Number,Site_Lat,Site_Long,Banding_Station_Lat,Banding_Station_Long,Net_Lat,Net_Long,Band_Num,Color_LL_Bands,Color_RL_Bands,Recap_Yes_No,Species_Common_Name,Species_Code,Species_Latin_Name,Subspecies,Latin_Code,Bander_or_Collector,Collecting_Organization,Lab_Organization,Lab_Analyst_1,Lab_Analyst_1_Info,Lab_Analyst_2,Lab_Analyst_2_Info,Lab_Analyst_3,Lab_Analyst_3_Info,Museum_Yes_No,Museum_Name,Collector_1,Collector_1_Info,Collector_2,Collector_2_Info,Collector_3,Collector_3_Info,Collector_4,Collector_4_Info,Collector_5,Collector_5_Info,Collector_6,Collector_6_Info,Collector_7,Collector_7_Info,Collector_8,Collector_8_Info,Collector_9,Collector_9_Info,WRP,Age_BBL,Age_MAPS,How_Aged,How_Aged_2,Sex,How_Sexed,How_Sexed_2,Skull,Iris,Cloacal_Protuberance,Brood_Patch,Fat_Score,Muscle_Score,Molt_Cycle,Body_Molt,Flight_Feather_Molt,Flight_Feather_Wear,Juv_Plumage,Prim_Covs,Sec_Covs,Primaries,Secondaries,Tertials,Rectrices,Body_Plumage,Non-Feather,Molt_Limit_1,Molt_Limit_2,Culmen_mm,Bill_Length_mm,Bill_Depth_mm,Bill_Width_mm,Nares_to_Tip_mm,Head_to_Tip_Bill_mm,Head_Width_mm,Overlap_mm,Total_Body_Length_mm,Tail_Length_mm,Wing_Chord_mm,TMTarsus_Length_mm,TMTarsus_Width_mm,TBTarsus_Length_mm,Talons_M_mm,Talons_A_mm,Mass_g,Blood_Collected_Yes_No,Feather_Collected_Yes_No,Parasites_Yes_No,Transmitter_Yes_No,Primary_Feathers,Secondary_Feathers,Flank_Feathers,Tail_Feathers,Breast_Feathers,Other_Feathers,Banding_Comments,Blood_Hg_ppm,Blood_Lab_ID,Blood_Hg_ppm_Duplicate,Blood_Lab_ID_Duplicate,Whatman_Hg_ng,Whatman_Volume_µL,Whatman_Hg_ppm,Whatman_Lab_ID,Whatman_Hg_ppm_Duplicate,Whatman_Lab_ID_Duplicate,Flank_THg_ppb,Flank_THg_ng,Flank_MeHg_ppb,Flank_MeHg%,P1_Hg_ppm,P1_Lab_ID,P1_Feather_Condition,P10_Hg_ppm,P10_Lab_ID,P10_Feather_Condition,Tail_Hg_ppm,Tail_Lab_ID,Tail_Hg_ppm_Duplicate,Tail_Lab_ID_Duplicate,Breast_Hg_ppm,Breast_Lab_ID,Back_Hg_ppm,Back_Lab_ID,Flank_Hg_ppm,Flank_Lab_ID,Flank_Hg_ppm_Duplicate,Flank_Lab_ID_Duplicate,Isotopes,%Carbon,Blood_Carbon_Level_(d13C),%Nitrogen,Blood_Nitrogen_Level_(d15N),Hg_Comments
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,15,2011,4/15/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-MOWA09,,,No,Mourning Warbler,MOWA,Geothlypis philadelphia,,GEOPHI,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,AHY,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,10.9,3.4,3.8,,,,,,49,59,,,,,,12,No,Yes,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0.3789,B14Q0009,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,15,2011,4/15/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-MOWA13,,,No,Mourning Warbler,MOWA,Geothlypis philadelphia,,GEOPHI,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,AHY,,,,F,,,,,,,,,,,,,,,,,,,,,,,,8.1,11.2,3.4,3.4,,,,,,45,55,,,,,,9,No,Yes,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0.30044,B14Q0013,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,16,2011,4/16/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-NOWA16,,,No,Northern Waterthrush,NOWA,Parkesia noveboracensis,,PARNOV,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,9.3,11.7,3.8,3.7,,,,,,48,73,,,,,,16.9,Yes,Yes,,,,,,2,,,,0.00000040984,B1530003,,,,,,,,,,,,,,,,,,,1.27376,B14Q0016,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,17,2011,4/17/2011,16:00,,9.07543,-83.65970,9.07543,-83.6597,,,unb-NOWA17,,,No,Northern Waterthrush,NOWA,Parkesia noveboracensis,,PARNOV,Oksana,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,SY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,9.7,12.8,4.1,3.5,,,,,,51,76,23.9,,,,,22.6,Yes,Yes,,,,,,2,,,,0.0036,B1530004,,,,,,,,,,,,,,,,,,,2.57166,B14Q0017,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,18,2011,4/18/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-NOWA32,,,No,Northern Waterthrush,NOWA,Parkesia noveboracensis,,PARNOV,Oksana,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,9.8,12.3,3.8,3.3,,,,,,45,73,20.2,,,,,20,Yes,Yes,,,,,,2,,,,0.02645,B1530014,,,,,,,,,,,,,,,,,,,1.80403,B14Q0032,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,18,2011,4/18/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-RSWRN26,,,No,Riverside Wren,RIWR,Cantorchilus semibadius,,CANSEM,Oksana,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,13,19,4.3,4.5,,,,,,,62,24.6,,,,,21.7,Yes,Yes,,,,,,2,,,molting ,0.0000005291,B1530011,,,,,,,,,,,,,,,,,,,0.02254,B14Q0026,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,15,2011,4/15/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-SEED05,,,No,Thick-billed Seed-Finch,TBSF,Sporophila funerea,,SPOFUN,Oksana,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,AHY,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,13.8,10.7,9.4,,,,,,49,55,,,,,,,No,Yes,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0.00000175439,B14Q0005,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,18,2011,4/18/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-SHWOC25,,,No,Streak-headed Woodcreeper,SHWO,Lepidocolaptes souleyetii,compressus,LEPSOU,Oksana,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,AHY,,,,F,,,,,,,,,,,,,,,,,,,,,,,,21.8,27,5.4,4.2,,,,,,78,89,18.8,,,,,30.4,Yes,Yes,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0.35989,B14Q0025,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,17,2011,4/17/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-SWTH19,,,No,Swainson's Thrush,SWTH,Catharus ustulatus,ustulatus,CATUST,Oksana,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,ASY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,8.8,13,4.4,4.5,,,,,,62,95,,,,,,38.8,Yes,Yes,,,,,,2,,,,0.00000035587,B1530006,,,,,,,,,,,,,,,,,,,0.53917,B14Q0019,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,17,2011,4/17/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-SWTH24,,,No,Swainson's Thrush,SWTH,Catharus ustulatus,ustulatus,CATUST,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,61,91,,,,,,31.3,Yes,Yes,,,,,,2,,,,0.00000045872,B1530009,,,,,,,,,,,,,,,,,,,0.11697,B14Q0024,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,15,2011,4/15/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-TRFL01,,,No,Traill's Flycatcher,TRFL,Empidonax traillii,,EMPTRA,Oksana,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,8.9,12.6,3.9,5.3,,,,,,60,75,15.7,,,,,12,Yes,Yes,,,,,,2,,,,0.00000096,B1530001,,,,,,,,,,,,,,,,,,,0.19274,B14Q0001,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,18,2011,4/18/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-TWWDC28,,,No,Tawny-winged Woodcreeper,TWWO,Dendrocincla anabatina,saturata,DENANA,Oksana,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,16.6,24.4,6.6,6.8,,,,,,74,97,25,,,,,42,Yes,Yes,,,,,,2,,,body molt,0.00000084034,B1530012,,,,,,,,,,,,,,,,,,,0.67003,B14Q0028,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,15,2011,4/15/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-VASEE06,,,No,Variable Seedeater,VASE,Sporophila corvina,hoffmanni,SPOCOR,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,AHY,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,9.7,6.8,5.4,,,,,,41,50,,,,,,9,No,Yes,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,0.00000243902,B14Q0006,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,18,2011,4/18/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-VSEED27,,,No,Variable Seedeater,VASE,Sporophila corvina,hoffmanni,SPOCOR,Oksana,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,HY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,6.6,9.9,7.3,5.4,,,,,,43,52,16.6,,,,,10.7,No,Yes,,,,,,2,,,"yellow gape, molting",,,,,,,,,,,,,,,,,,,,,0.00000227273,B14Q0027,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,18,2011,4/18/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-WTDOV29,,,No,White-tipped Dove,WTDO,Leptotila verreauxi,riottei,LEPVER,Oksana,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,AHY,,,,F,,,,,,,,,,,,,,,,,,,,,,,,8.2,16.2,4.5,4.4,,,,,,89,128,28.4,,,,,,No,Yes,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0.00000028169,B14Q0029,,,,,,,,,,,No,,,,,
Central America,Costa Rica,Puntarenas,Ojochal,Ojochal,CR005,Reserva Playa Tortuga,CRT005,Río Balso,,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Flooded tropical evergreen forest,Tropical lowland evergreen forest,Tropical lowland evergreen forest,Yes,No,,Dry,4,15,2011,4/15/2011,,,9.07543,-83.65970,9.07543,-83.6597,,,unb-YEWA08,,,No,Yellow Warbler,YEWA,Setophaga petechia,,SETPET,Oksana,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,AHY,,,,M,,,,,,,,,,,,,,,,,,,,,,,,7.5,11.4,3.6,3.5,,,,,,45,62,,,,,,10,No,Yes,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2.44205,B14Q0008,,,,,,,,,,,No,,,,,
Central America,Costa Rica,San José,San José,San José,CR016,San José,CRT019,San José,,,,,,,,No,,Wet,10,28,1905,10/28/1905,,,9.93546,-84.10462,,,,,119483,,,No,Olive-sided Flycatcher,OSFL,Contopus cooperi,,CONCOO,,BRI,Harvard,Marie Perkins,mariemperkins@gmail.com,Prentiss Balcom,pbalcom@seas.harvard.edu,Elsie Sunderland <ems@seas.harvard.edu>,ems@seas.harvard.edu,Yes,Harvard Museum of Comparative Zoology,Marie Perkins,mariemperkins@gmail.com,Jeremiah Trimble,jtrimble@oeb.harvard.edu,David C. Evers,david.evers@briwildlife.org,,,,,,,,,,,,,,U,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,21795,21.795,35.43308,0.162574,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Costa Rica,Costa Rica,,,CR006,Costa Rica - Unknown,CRT009,Costa Rica - Unknown,,,,,,,,No,,Wet,10,16,2010,10/16/2010,,,,,,,,,1661-67429,,,No,Prothonotary Warbler,PROW,Protonotaria citrea,,PROCIT,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.896,B22A0005,,,,,,,,,,,,,,,,Changed from FeHg_ppm to FeHg_ppm_Tail per Evers 01272021
Central America,Costa Rica,Costa Rica,,,CR006,Costa Rica - Unknown,CRT009,Costa Rica - Unknown,,,,,,,,No,,Wet,10,20,2010,10/20/2010,,,,,,,,,1661-67435,,,No,Red-eyed Vireo,REVI,Vireo olivaceus,,VIROLI,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.297,B22A0006,,,,,,,,,,,,,,,,
Central America,Costa Rica,Costa Rica,,,CR006,Costa Rica - Unknown,CRT009,Costa Rica - Unknown,,,,,,,,No,,Wet,10,21,2010,10/21/2010,,,,,,,,,1661-67437,,,No,Prothonotary Warbler,PROW,Protonotaria citrea,,PROCIT,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.516,B22A0007,,,,,,,,,,,,,,,,Changed from FeHg_ppm to FeHg_ppm_Tail per Evers 01272021
Central America,Costa Rica,Costa Rica,,,CR006,Costa Rica - Unknown,CRT009,Costa Rica - Unknown,,,,,,,,No,,Wet,10,22,2010,10/22/2010,,,,,,,,,1661-67440,,,No,Prothonotary Warbler,PROW,Protonotaria citrea,,PROCIT,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.372,B22A0008,,,,,,,,,,,,,,,,Changed from FeHg_ppm to FeHg_ppm_Tail per Evers 01272021
Central America,Costa Rica,Costa Rica,,,CR006,Costa Rica - Unknown,CRT009,Costa Rica - Unknown,,,,,,,,No,,Wet,10,22,2010,10/22/2010,,,,,,,,,1661-67441,,,No,Prothonotary Warbler,PROW,Protonotaria citrea,,PROCIT,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.352,B22A0009,,,,,,,,,,,,,,,,Changed from FeHg_ppm to FeHg_ppm_Tail per Evers 01272021
Central America,Costa Rica,Costa Rica,,,CR006,Costa Rica - Unknown,CRT009,Costa Rica - Unknown,,,,,,,,No,,Wet,10,26,2010,10/26/2010,,,,,,,,,1661-67445,,,No,Northern Waterthrush,NOWA,Parkesia noveboracensis,,PARNOV,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,B22A0010,,,,,,,,,,,,,,,,
Central America,Costa Rica,Costa Rica,,,CR006,Costa Rica - Unknown,CRT009,Costa Rica - Unknown,,,,,,,,No,,Wet,10,16,2010,10/16/2010,,,,,,,,,1931-73300,,,No,Swainson's Thrush,SWTH,Catharus ustulatus,ustulatus,CATUST,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711,B22A0011,,,,,,,,,,,,,,,,Changed from FeHg_ppm to FeHg_ppm_Tail per Evers 01272021
Central America,Costa Rica,Costa Rica,,,CR006,Costa Rica - Unknown,CRT009,Costa Rica - Unknown,,,,,,,,No,,Wet,10,20,2010,10/20/2010,,,,,,,,,2150-86325,,,No,Golden-winged Warbler,GWWA,Vermivora chrysoptera,,VERCHR,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.635,B22A0012,,,,,,,,,,,,,,,,Changed from FeHg_ppm to FeHg_ppm_Tail per Evers 01272021
Central America,Costa Rica,Costa Rica,,,CR006,Costa Rica - Unknown,CRT009,Costa Rica - Unknown,,,,,,,,No,,Wet,5,8,2011,5/8/2011,,,,,,,,,2310-07955,,,No,Wilson's Warbler,WIWA,Cardellina pusilla,,CARPUS,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.588,B22A0004,,,,,,,,,,,,,,,,Changed from FeHg_ppm to FeHg_ppm_Tail per Evers 01272021
Central America,Costa Rica,Costa Rica,,,CR006,Costa Rica - Unknown,CRT009,Costa Rica - Unknown,,,,,,,,No,,Wet,5,8,2010,5/8/2010,,,,,,,,,A04010,,,No,Ruddy Treerunner,RUTR,Margarornis rubiginosus,rubiginosus,MARRUB,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,Wayne J. Arendt,waynearendt@gmail.com,Marvin A. Tórrez,marvtorrez@gmail.com,Oksana P. Lane,oksanalane@yahoo.com,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.869,B22A0013,,,,,,,,,,,,,,,,Changed from FeHg_ppm to FeHg_ppm_Tail per Evers 01272021
